,�..Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
12359,ILCE,Carlyle Lake,38.7,-89.2667,11,0.1571,2011,
12360,OHWO,Wooster,40.7464,-82.0189,11,0.1063,2011,
12361,LADA,D'Arbonne,32.6583,-92.241,11,0.1571,2011,
12362,CNSA,"Saipan, C.N.M.I.",15.1991,145.7506,11,0.2644,2011,
12363,MTMI,Missoula,46.9132,-114.0343,11,0.1108,2011,
12364,ORRD,Redmond,44.2635,-121.1195,11,0.3411,2011,
12365,TXGA,Galveston,29.3333,-94.8333,11,0.1302,2011,
12366,ORBE,Bend,44.0642,-121.3109,10,0.1429,2011,
12367,WATO,Toppenish N.W.R.,46.3609,-120.4179,10,0.1818,2011,
12368,NIRJ,"Reserva El Jaguar, Jinotega, Nicaragua",13.239,-86.0564,10,0.5263,2011,
12369,INGP,Goose Pond,38.9678,-87.1864,10,0.088,2011,
12370,FLAL,Alafia Banks,27.792,-82.3349,10,0.1129,2011,
12371,GAMA,Macon,32.8321,-83.6663,10,0.1613,2011,
12372,NSAN,Antigonish,45.6007,-61.9143,10,0.2206,2011,
12373,ORUC,Union County,45.25,-117.8833,10,0.1244,2011,
12374,NCFL,Falls Lake,35.9969,-78.6162,9,0.0918,2011,
12375,IDSV,Sun Valley,43.3081,-114.067,9,0.6792,2011,
12376,UTLO,Logan,41.7993,-111.8333,9,0.0556,2011,
12377,MEFB,Freeport-Brunswick,43.8229,-70.0268,9,0.122,2011,
12378,WYJH,Jackson Hole,43.5742,-110.7332,9,0.0625,2011,
12379,CASO,San Bernardino Valley,34.0852,-117.301,9,0.1034,2011,
12380,NEOM,Omaha,41.1143,-95.8849,8,0.1115,2011,
12381,LATR,Tensas River N.W.R.,32.2833,-91.3667,8,0.2623,2011,
12382,TXOR,Old River,29.8776,-94.7263,8,0.1468,2011,
12383,TXLV,Lewisville,33.0301,-96.9929,8,0.1183,2011,
12384,TXBU,Bell County,30.9667,-97.45,8,0.1441,2011,
12385,NYRH,Rochester,43.2232,-77.6413,8,0.0639,2011,
12386,ABHR,High River,50.5816,-113.8693,8,0.1063,2011,
12387,WYCO,Cody,44.4829,-109.0565,8,0.1168,2011,
12388,MACO,Concord,42.4333,-71.4333,8,0.0174,2011,
12389,MSSL,Sardis Lake,34.47,-89.7222,8,0.1569,2011,
12390,ORSU,Summer Lake,42.9731,-120.7778,8,0.2162,2011,
12391,ONKG,Kingston,44.206,-76.4611,8,0.0635,2011,
12392,NJBO,Boonton,40.85,-74.3833,8,0.0531,2011,
12393,COGR,Greeley,40.3936,-104.6801,8,0.1739,2011,
12394,IDTF,Twin Falls,42.5565,-114.4635,8,0.2254,2011,
12395,ONLP,Long Point,42.6211,-80.3908,7,0.0427,2011,
12396,NVHE,Henderson,36.0833,-114.95,7,0.2979,2011,
12397,NVTM,Truckee Meadows,39.4679,-119.8205,7,0.0737,2011,
12398,WIMA,Madison,43.0747,-89.3843,7,0.0282,2011,
12399,MAMC,Mid-Cape Cod,41.7004,-70.3002,7,0.0697,2011,
12400,ILME,Monroe County,38.2394,-90.2333,7,0.3111,2011,
12401,INKC,Knox County,38.6453,-87.4171,7,0.1474,2011,
12402,CAVE,Ventura,34.3484,-119.1921,7,0.0576,2011,
12403,TXWW,Welder Wildlife Refuge,28.1136,-97.4171,7,0.1202,2011,
12404,CAML,Mono Lake,37.9561,-119.1201,7,0.0885,2011,
12405,COMO,Montrose,38.5002,-107.8674,7,0.1346,2011,
12406,NMSC,Silver City,32.7381,-108.262,6,0.1071,2011,
12407,ONOR,Orillia,44.5834,-79.5,6,0.0949,2011,
12408,CABR,Bear Valley Springs,35.0945,-118.661,6,0.1951,2011,
12409,OHCF,Cuyahoga Falls,41.1338,-81.4832,6,0.0261,2011,
12410,ORWC,Wallowa County,45.3748,-117.2009,6,0.16,2011,
12411,COSL,Sterling,40.6966,-103.2219,6,0.1644,2011,
12412,PALB,Southern Bucks County,40.1765,-74.8971,6,0.0479,2011,
12413,NMCV,Clovis,34.4194,-103.1698,6,0.75,2011,
12414,AZAH,Atascosa Highlands,31.4701,-111.1728,6,0.0228,2011,
12415,IADA,Davenport,41.5522,-90.5132,6,0.0916,2011,
12416,CACC,Contra Costa County,37.9538,-121.9923,6,0.2609,2011,
12417,VALC,Little Creek,36.8508,-76.0994,6,0.0625,2011,
12418,QCPE,Perce,48.5256,-64.3345,6,0.1231,2011,
12419,BCCR,Campbell River,49.9666,-125.2088,6,0.069,2011,
12420,NCMC,Morehead City,34.759,-76.7094,6,0.0504,2011,
12421,ARLR,Little Rock,34.7582,-92.2792,6,0.0771,2011,
12422,ORGP,Grants Pass,42.4186,-123.3669,6,0.0968,2011,
12423,TXHG,Harlingen,26.177,-97.6813,6,0.0822,2011,
12424,NELI,Lincoln,40.7992,-96.7494,5,0.0454,2011,
12425,TNJA,Jackson,35.6119,-88.8205,5,0.2174,2011,
12426,SDYA,Yankton,42.9333,-97.3833,5,0.0673,2011,
12427,ILMI,Meredosia Island,39.8542,-90.5937,5,0.101,2011,
12428,NYCS,L.I.: Central Suffolk County,40.8333,-72.7838,5,0.057,2011,
12429,ARLG,Lake Georgia-Pacific/Felsenthal N.W.R.,33.15,-92.0667,5,0.1183,2011,
12430,MAUX,Uxbridge,42.0671,-71.666,5,0.051,2011,
12431,NMLO,Loving,32.291,-104.0667,5,0.102,2011,
12432,ILKI,Kishwaukee,42.1647,-89.0931,5,0.049,2011,
12433,TNCH,Chattanooga,35.104,-85.2292,5,0.0617,2011,
12434,NSHD,Halifax-Dartmouth,44.6096,-63.4947,5,0.0164,2011,
12435,CODU,Durango,37.2001,-107.8119,5,0.101,2011,
12436,COLV,Loveland,40.4077,-105.1653,5,0.0528,2011,
12437,ONPI,Pickering,43.9021,-79.0972,5,0.0567,2011,
12438,FLCO,Cocoa,28.3622,-80.7026,5,0.0381,2011,
12439,PALZ,Lititz,40.2261,-76.3024,5,0.0388,2011,
12440,MXEG,"El Yugo, Sinaloa, Mexico",23.2779,-106.4673,5,0.5556,2011,
12441,FLGA,Gainesville,29.6027,-82.3127,5,0.0314,2011,
12442,UTOR,Ouray N.W.R.,40.1123,-109.3533,5,0.1151,2011,
12443,VANS,Northern Shenandoah Valley,39.0501,-78.1667,4,0.0256,2011,
12444,IDLE,Lewiston-Clarkston,46.414,-116.952,4,0.0773,2011,
12445,CAPP,Palos Verdes Peninsula,33.7723,-118.3279,4,0.0238,2011,
12446,VABK,Brooke,38.3703,-77.3287,4,0.0383,2011,
12447,WALY,Lyle,45.6833,-121.2333,4,0.0656,2011,
12448,MANA,Nantucket,41.2901,-70.0901,4,0.0256,2011,
12449,NVMD,Minden,38.9542,-119.7647,4,0.0342,2011,
12450,NSCS,Cape Sable Island,43.4834,-65.6167,4,0.064,2011,
12451,TXDA,Dallas County,32.8258,-96.8312,4,0.0333,2011,
12452,TXNA,Nacogdoches,31.5332,-94.6563,4,0.0318,2011,
12453,OHOT,Ottawa N.W.R.,41.6114,-83.2006,4,0.1026,2011,
12454,CAHL,Honey Lake,40.3434,-120.4229,4,0.1231,2011,
12455,AZSD,St. David,31.8908,-110.1265,4,0.3077,2011,
12456,AKNC,Narrow Cape-Kalsin Bay,57.5226,-152.3081,4,0.0842,2011,
12457,CAEL,Eagle Lake,40.6299,-120.7518,4,0.4545,2011,
12458,MXMD,"Madera, Chihuahua, Mexico",29.1613,-108.1317,4,0.4444,2011,
12459,IDBO,Boise,43.6177,-116.1995,4,0.0412,2011,
12460,GUDE,"Dededo, Guam",13.5502,144.85,4,0.3333,2011,
12461,MXMC,"Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,4,0.129,2011,
12462,HIHO,O'ahu: Honolulu,21.3692,-157.7874,4,0.0592,2011,
12463,OHPO,Portsmouth,38.7798,-83.1086,4,0.0667,2011,
12464,MACC,Cape Cod,41.7207,-69.9968,4,0.037,2011,
12465,QCMO,Montreal,45.4525,-73.6443,4,0.0369,2011,
12466,TNHP,Hickory-Priest,36.1926,-86.6634,4,0.0721,2011,
12467,OKAN,Arnett,36.0569,-99.8103,4,0.1818,2011,
12468,CARE,Redding,40.6194,-122.4458,4,0.0421,2011,
12469,NYSI,Staten Island,40.5833,-74.15,4,0.0389,2011,
12470,INLA,Lafayette,40.4605,-86.9157,4,0.0522,2011,
12471,NJSH,Sandy Hook,40.47,-74.0031,4,0.0889,2011,
12472,PAIN,Indiana,40.615,-79.1408,4,0.0362,2011,
12473,PASL,Southern Lancaster County,39.8172,-76.1698,4,0.0282,2011,
12474,KSOP,Oskaloosa-Perry Lake,39.2014,-95.4032,3,0.0221,2011,
12475,NDGD,Garrison Dam,47.5119,-101.3264,3,0.0736,2011,
12476,NYQU,L.I.: Queens,40.6932,-73.7448,3,0.1154,2011,
12477,TXQU,Quitaque,34.4346,-101.0739,3,0.3636,2011,
12478,NHCS,Coastal New Hampshire,42.9833,-70.8333,3,0.0207,2011,
12479,OKTU,Tulsa,36.3221,-95.9022,3,0.0309,2011,
12480,ILCT,Clinton Lake,40.1668,-88.7999,3,0.0678,2011,
12481,LASH,Shreveport,32.5371,-93.8922,3,0.0545,2011,
12482,VAWI,Williamsburg,37.2792,-76.6987,3,0.028,2011,
12483,VACC,Cape Charles,37.1899,-75.941,3,0.0194,2011,
12484,NYMK,L.I.: Montauk,41.05,-72,3,0.0258,2011,
12485,VACL,Central Loudon,39.0905,-77.6198,3,0.0149,2011,
12486,KYLH,"Lincolns Birthplace-Hodgenville, LaRue County",37.573,-85.74,3,0.1091,2011,
12487,MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,3,0.0732,2011,
12488,NSLU,Lunenburg,44.4067,-64.2583,3,0.0408,2011,
12489,TXBO,Boerne,29.8666,-98.7901,3,0.0326,2011,
12490,CASR,Santa Rosa,38.4379,-122.7116,3,0.0169,2011,
12491,ILLA,Lisle Arboretum,41.7518,-87.9738,3,0.0173,2011,
12492,OHSA,Salem,40.8675,-80.8385,3,0.0667,2011,
12493,TXWR,White River,33.482,-101.1082,3,0.0714,2011,
12494,NYMZ,Montezuma,43.0029,-76.731,3,0.028,2011,
12495,MSVI,Vicksburg,32.3108,-90.9068,3,0.048,2011,
12496,MTWY,West Yellowstone,44.7992,-111.2958,3,0.1429,2011,
12497,DEMF,Milford,38.9595,-75.4275,3,0.043,2011,
12498,KSLC,Linn County,38.2833,-94.75,3,0.0828,2011,
12499,OHBL,Buckeye Lake,39.9333,-82.4833,3,0.0736,2011,
12500,ININ,Indianapolis,39.8694,-86.0389,2,0.0331,2011,
12501,MXCZ,"Coast of Central Veracruz, Mexico",19.31,-96.2844,2,0.08,2011,
12502,MIOD,Oscoda,44.4828,-83.3962,2,0.1429,2011,
12503,WIPY,Palmyra,42.8069,-88.5525,2,0.0244,2011,
12504,WINE,Nelson,44.4315,-91.9524,2,0.0484,2011,
12505,NJRA,Ramsey,41.0935,-74.2541,2,0.027,2011,
12506,MOSJ,St. Joseph,39.7973,-94.844,2,0.0435,2011,
12507,OHCL,Cleveland,41.5723,-81.5039,2,0.0315,2011,
12508,IADM,Des Moines,41.6004,-93.7037,2,0.0465,2011,
12509,VAHO,Hopewell,37.367,-77.2842,2,0.0203,2011,
12510,CODL,Delta,38.7714,-108.0394,2,0.0625,2011,
12511,NJWC,Warren County-Northampton County,40.78,-75.1001,2,0.1667,2011,
12512,GACL,Carter's Lake,34.5801,-84.7917,2,0.0245,2011,
12513,ILCD,Coles-Cumberland,39.4412,-88.1373,2,0.0567,2011,
12514,CASU,San Juan Capistrano,33.5096,-117.6078,2,0.0173,2011,
12515,KSLA,Lawrence,38.9933,-95.3111,2,0.0188,2011,
12516,BCOO,Oliver-Osoyoos,49.0787,-119.5164,2,0.0177,2011,
12517,FLNP,North Pinellas,28.0672,-82.7388,2,0.0147,2011,
12518,CTWE,Westport,41.164,-73.358,2,0.0271,2011,
12519,ILIL,Illini S.P.,41.317,-88.6957,2,0.0611,2011,
12520,DESN,Seaford-Nanticoke,38.5845,-75.5739,2,0.0258,2011,
12521,MANB,Northern Berkshire,42.6442,-73.1937,2,0.0227,2011,
12522,CTHA,Hartford,41.766,-72.6727,2,0.0086,2011,
12523,MTEN,Ennis,45.4,-111.65,2,0.0396,2011,
12524,IAJA,Jamaica,41.789,-94.3375,2,0.0465,2011,
12525,TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,2,0.0192,2011,
12526,MIEL,East Lansing,42.766,-84.4935,2,0.0201,2011,
12527,BEBE,Bermuda,32.3058,-64.7585,2,0.0286,2011,
12528,ILBN,Bloomington-Normal,40.5644,-88.9448,2,0.0385,2011,
12529,FRIS,Ile St.-Pierre,46.7806,-56.1917,2,0.0602,2011,
12530,WACT,Camas Prairie-Trout Lake,45.9837,-121.4168,2,0.0455,2011,
12531,INLM,Lake Monroe,39.0152,-86.3984,2,0.0192,2011,
12532,NDDL,Des Lacs N.W.R.,48.6667,-102.0667,2,0.2857,2011,
12533,ARHB,Holla Bend N.W.R.,35.166,-93.1382,2,0.0234,2011,
12534,CARP,Mariposa,37.4894,-119.9713,2,0.0415,2011,
12535,NSPI,Pictou Harbour,45.6834,-62.6167,2,0.0367,2011,
12536,ARMR,Mississippi River S.P.,34.6529,-90.6994,2,0.0702,2011,
12537,AZPY,Payson,34.35,-111.35,2,0.0367,2011,
12538,CATJ,Tejon Ranch,34.9463,-118.6733,2,0.0408,2011,
12539,CTSM,Stratford-Milford,41.1742,-73.1099,2,0.0159,2011,
12540,NSGB,Glace Bay,46.1417,-59.95,2,0.05,2011,
12541,ILCO,Crab Orchard N.W.R.,37.7196,-89.0212,2,0.0526,2011,
12542,AZDV,Dudleyville,32.9029,-110.7179,2,0.0355,2011,
12543,CAWC,Willow Creek,40.95,-123.6667,2,0.0313,2011,
12544,CTWR,Woodbury-Roxbury,41.5352,-73.2791,2,0.0177,2011,
12545,QCOP,Otterburn Park,45.5481,-73.2098,2,0.0396,2011,
12546,NYSH,Sherburne,42.6782,-75.4989,2,0.0344,2011,
12547,COLO,Longmont,40.1741,-105.1734,2,0.0166,2011,
12548,NJSA,Salem,39.614,-75.4142,2,0.0212,2011,
12549,MDDE,Denton,38.9055,-75.835,2,0.0263,2011,
12550,MTBL,Billings,45.8167,-108.4333,2,0.0266,2011,
12551,UTES,Grand Staircase-Escalante N.M.,37.7422,-111.6772,2,0.0329,2011,
12552,VATP,The Plains,38.8,-77.8667,2,0.0198,2011,
12553,NYBU,Buffalo,43.0016,-78.9651,2,0.0174,2011,
12554,AKJU,Juneau,58.3167,-134.55,2,0.0348,2011,
12555,ARTE,Texarkana,33.4725,-93.9215,2,0.1053,2011,
12556,OHCO,Columbus,39.9851,-82.9315,2,0.0147,2011,
12557,BCKA,Kamloops,50.6694,-120.398,2,0.025,2011,
12558,NDBM,Bismarck-Mandan,46.8208,-100.7826,2,0.0476,2011,
12559,WYBH,Bates Hole,42.5833,-106.5,2,0.0702,2011,
12560,NVMU,Muddy River,36.6792,-114.6242,2,0.0625,2011,
12561,OKSE,Sequoyah,34.4985,-94.9695,2,0.0381,2011,
12562,IACL,Clinton,41.9801,-90.174,2,0.0516,2011,
12563,PALA,Lancaster,39.9921,-76.3614,2,0.0278,2011,
12564,OKSC,Stephens County,34.5667,-97.7833,2,0.065,2011,
12565,NYJA,Jamestown,42.1095,-79.2284,2,0.0369,2011,
12566,MATR,Truro,41.9847,-70.0356,2,0.0263,2011,
12567,CTLS,Lakeville-Sharon,41.9449,-73.4399,2,0.0222,2011,
12568,NYIT,Ithaca,42.4532,-76.4293,2,0.0076,2011,
12569,CACO,Chico,39.722,-121.8238,2,0.0249,2011,
12570,ARAR,Arkadelphia,34.1333,-93.05,2,0.0348,2011,
12571,ONPQ,Presqu'ile P.P.,44.0168,-77.7,2,0.0167,2011,
12572,ONPC,Port Colborne,42.8769,-79.2548,2,0.0556,2011,
12573,TNHI,Hiwassee,35.3655,-84.92,2,0.0513,2011,
12574,PAHR,Harrisburg,40.234,-76.9349,2,0.0154,2011,
12575,NYTR,Troy,42.8333,-73.6568,2,0.0305,2011,
12576,ONPO,Port Hope-Cobourg,43.997,-78.2551,2,0.0122,2011,
12577,NYWA,Watertown,44.0071,-75.9843,1,0.125,2011,
12578,ONPE,Prince Edward Point,44.0031,-76.9621,1,0.0184,2011,
12579,OHWH,Western Hamilton County,39.2065,-84.6361,1,0.0079,2011,
12580,ILQU,Quincy,39.9318,-91.3965,1,0.0202,2011,
12581,GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,33.0936,-83.747,1,0.0142,2011,
12582,BCDB,Deep Bay,49.4657,-124.7362,1,0.0209,2011,
12583,NJLB,Long Branch,40.2502,-74.0554,1,0.0135,2011,
12584,NVCC,Carson City,39.1766,-119.7332,1,0.0178,2011,
12585,ONWO,Woodhouse Township,42.8595,-80.2202,1,0.0089,2011,
12586,NCWI,Wilmington,34.1401,-77.8936,1,0.0101,2011,
12587,MTGF,Great Falls,47.4694,-111.3364,1,0.0169,2011,
12588,AKKO,Kodiak,57.75,-152.4833,1,0.0139,2011,
12589,CAMJ,Mojave River Valley,34.5071,-117.2689,1,0.0256,2011,
12590,ARHS,Hot Springs Village,34.7167,-92.9667,1,0.0238,2011,
12591,KSWS,Wilson Reservoir,38.9441,-98.5711,1,0.0357,2011,
12592,ABCA,Calgary,51.051,-114.0848,1,0.0043,2011,
12593,ABBC,Banff-Canmore,51.1662,-115.4786,1,0.0075,2011,
12594,CODC,Douglas County,39.3717,-104.9622,1,0.0134,2011,
12595,MAGB,Greater Boston,42.3973,-71.0955,1,0.0046,2011,
12596,ORME,Medford,42.4026,-122.8559,1,0.0083,2011,
12597,MEBK,Biddeford-Kennebunkport,43.4434,-70.4788,1,0.0129,2011,
12598,NYQW,L.I.: Quogue-Watermill,40.8591,-72.4524,1,0.0161,2011,
12599,QCTA,Tadoussac,48.1833,-69.6167,1,0.0769,2011,
12600,CACR,Calero-Morgan Hill,37.1897,-121.7617,1,0.0044,2011,
12601,TXPR,Paris,33.75,-95.5667,1,0.05,2011,
12602,NJSO,Somerset County,40.5823,-74.622,1,0.01,2011,
12603,NYSR,Southern Rensselaer County,42.6157,-73.6379,1,0.0159,2011,
12604,MOTR,Trimble,39.4725,-94.5647,1,0.0149,2011,
12605,KSWL,Waconda Lake,39.4654,-98.3591,1,0.0606,2011,
12606,NYSY,Syracuse,43.1,-76.0833,1,0.02,2011,
12607,MDOA,Oakland,39.4936,-79.3658,1,0.0151,2011,
12608,NYSS,Saratoga Spa S.P.,43.0744,-73.695,1,0.026,2011,
12609,IATC,Taylor County,40.6757,-94.4713,1,0.0313,2011,
12610,PALT,Lewistown,40.5472,-77.3671,1,0.0117,2011,
12611,MTLI,Libby,48.3833,-115.4667,1,0.04,2011,
12612,MIAG,Allegan State Game Area,42.5498,-86.0054,1,0.0216,2011,
12613,NMES,Espanola,35.9905,-106.073,1,0.0308,2011,
12614,AZJE,Jerome,34.7398,-112.1238,1,0.0209,2011,
12615,AKHO,Homer,59.6336,-151.4896,1,0.0135,2011,
12616,WAGH,Grays Harbor,46.9667,-124.05,1,0.0125,2011,
12617,IAMU,Muscatine,41.4274,-91.0107,1,0.0186,2011,
12618,KSBA,Baldwin,38.7824,-95.2713,1,0.0212,2011,
12619,BCPE,Penticton,49.5294,-119.596,1,0.0073,2011,
12620,SDPI,Pierre,44.367,-100.3463,1,0.0116,2011,
12621,ALGS,Gulf Shores,30.3167,-87.6333,1,0.0088,2011,
12622,SDWA,Waubay N.W.R.,45.4249,-97.3268,1,0.0303,2011,
12623,IAPC,Princeton-Camanche,41.7486,-90.3546,1,0.0234,2011,
12624,GADU,Dublin,32.6297,-82.9239,1,0.0272,2011,
12625,NDFM,Fargo-Moorhead,46.934,-96.8329,1,0.0153,2011,
12626,ONWS,Woodstock,43.1725,-80.7124,1,0.0177,2011,
12627,PANV,Newville,40.1492,-77.3681,1,0.0101,2011,
12628,ONWL,Wallaceburg,42.6337,-82.3833,1,0.0192,2011,
12629,OKST,Stillwater,36.1452,-97.1765,1,0.0099,2011,
12630,AZSC,Santa Catalina Mountains,32.3353,-110.7295,1,0.0116,2011,
12631,CASE,South Lake Tahoe,38.9412,-120.001,1,0.0354,2011,
12632,KYSO,Somerset,37.1025,-84.6038,1,0.0189,2011,
12633,MOKN,Knob Noster,38.7434,-93.6264,1,0.0219,2011,
12634,WACK,Columbia Hills-Klickitat Valley,45.7667,-120.7833,1,0.028,2011,
12635,PALG,Lewisburg,40.9397,-76.9841,1,0.0103,2011,
12636,BANP,"New Providence Island, Bahamas",25.0541,-77.3968,1,0.0214,2011,
12637,NBSV,Sackville,45.9042,-64.3603,1,0.0094,2011,
12638,VAWB,Washington's Birthplace,38.1143,-76.9478,1,0.0139,2011,
12639,CAWB,Wallace-Bellota,38.1167,-120.9833,1,0.0103,2011,
12640,OHGR,Grand Rapids-Waterville,41.506,-83.807,1,0.0095,2011,
12641,BAGR,"Grand Bahama Island, Bahamas",26.5397,-78.6739,1,0.0196,2011,
12642,MNLQ,Lac qui Parle,45.0132,-95.961,1,0.0299,2011,
12643,SDHU,Huron,44.3561,-98.2142,1,0.0207,2011,
12644,NMCL,Clayton,36.5177,-103.2546,1,0.0526,2011,
12645,NCGV,Greenville,35.5885,-77.2387,1,0.0417,2011,
12646,TXGT,Georgetown-Andice,30.6999,-97.7395,1,0.0063,2011,
12647,PAWS,Washington,40.1288,-80.2099,1,0.0441,2011,
12648,CAFB,Fort Bragg,39.3998,-123.7826,1,0.0103,2011,
12649,NMAL,Albuquerque,35.1833,-106.6167,1,0.0083,2011,
12650,BCGS,Galiano-North Saltspring,48.9069,-123.4589,1,0.0091,2011,
12651,COWF,Weldona-Fort Morgan,40.3422,-103.8568,1,0.0219,2011,
12652,COBO,Boulder,40.0256,-105.2725,1,0.0032,2011,
12653,NJMI,Mizpah,39.4832,-74.8343,1,0.0178,2011,
12654,CTST,Storrs,41.8116,-72.2497,1,0.0094,2011,
12655,NVAM,Ash Meadows N.W.R.,36.4253,-116.2915,1,0.0214,2011,
12656,TNSA,Savannah,35.1632,-88.1666,1,0.0119,2011,
12657,INSU,Sullivan County,39.1029,-87.4253,1,0.0465,2011,
12658,BCBA,Bamfield,48.8352,-125.1365,1,0.0566,2011,
12659,MAWO,Worcester,42.3238,-71.7937,1,0.0089,2011,
12660,ONBL,Blenheim,42.3403,-81.9372,1,0.0082,2011,
12661,NYMC,Massena-Cornwall,44.9656,-74.8925,1,0.0115,2011,
12662,CAAN,Año Nuevo,37.2147,-122.3182,1,0.0037,2011,
12663,SDSP,Spearfish,44.5198,-103.8642,1,0.04,2011,
12664,ILCR,Calumet City-Sand Ridge,41.6155,-87.5395,1,0.0242,2011,
12665,BCLC,Lake Country,50.0786,-119.3935,1,0.0143,2011,
12666,NBFR,Fredericton,45.9117,-66.5832,1,0.0074,2011,
12667,MABB,Buzzards Bay,41.6517,-70.6206,1,0.0139,2011,
12668,INPL,Patoka Lake,38.4347,-86.6062,1,0.0196,2011,
12669,ILHP,Hennepin,41.2552,-89.3389,1,0.0282,2011,
12670,ILWM,Western Mercer County,41.1702,-90.9198,1,0.0196,2011,
12671,TNNL,Nickajack Lake,35.0664,-85.5113,1,0.0194,2011,
12672,NBGM,Grand Manan Island,44.6833,-66.8,1,0.025,2011,
12673,IAMC,Mason City,43.1692,-93.103,1,0.0143,2011,
12674,VAGS,Glade Spring,36.7883,-81.7787,1,0.0185,2011,
12675,CTLH,Litchfield Hills,41.7703,-73.2724,1,0.0071,2011,
12676,IDCD,Coeur d'Alene,47.738,-116.7882,1,0.0182,2011,
12677,MATI,Tuckernuck Islands,41.2726,-70.3495,1,0.1,2011,
12678,ONNA,Napanee,44.2222,-76.9103,1,0.0299,2011,
12679,KYLE,Lexington,37.9227,-84.4719,1,0.0102,2011,
12680,TXBC,Balcones Canyonlands,30.6042,-98.0179,1,0.0085,2011,
12681,CALW,LaGrange-Waterford,37.6531,-120.5876,1,0.019,2011,
12682,MAGR,Greenfield,42.5879,-72.6002,1,0.0127,2011,
12683,FLPE,Pensacola,30.4474,-87.1548,1,0.01,2011,
12684,ARFA,Fayetteville,36.0566,-94.1719,1,0.0131,2011,
12685,OHBF,The Brown Family Environmental Cente,40.4337,-82.4828,1,0.0101,2011,
12686,CALA,Los Angeles,34.0477,-118.3793,1,0.0107,2011,
12687,WACE,Cle Elum,47.2208,-120.8094,1,0.0194,2011,
12688,MDCV,Chesterville,39.2762,-75.9153,1,0.0132,2011,
12689,VTWO,Woodstock,43.615,-72.6503,1,0.0196,2011,
12690,NDLL,Long Lake N.W.R.,46.6916,-100.1851,1,0.0391,2011,
12691,FLSO,STA5-Clewiston,26.516,-80.916,1,0.0125,2011,
12692,ILSH,Shelbyville Reservoir,39.42,-88.77,1,0.0148,2011,
12693,SKES,Estevan,49.1069,-102.9611,1,0.1026,2011,
12694,CACN,Carpinteria,34.4303,-119.4839,1,0.002,2011,
12695,INJC,Johnson County,39.4103,-86.0668,1,0.0294,2011,
12696,PAWN,Western Chester County,39.9369,-75.902,1,0.0081,2011,
12697,WAVA,Vashon,47.4332,-122.5067,1,0.007,2011,
12698,MANF,New Bedford,41.6,-70.8667,1,0.0256,2011,
12699,COGJ,Grand Junction,39.1208,-108.6081,1,0.0073,2011,
12700,MIHA,Hartland,42.6305,-83.8364,1,0.0198,2011,
12701,TXGC,Gibbons Creek,30.5833,-96,1,0.0135,2011,
12702,NYOR,L.I.: Orient,41.107,-72.3346,1,0.0063,2011,
12703,CABI,Bishop,37.3611,-118.4776,1,0.0072,2011,
12704,IDSA,Salmon,45.1776,-113.8953,1,0.0244,2011,
12705,NYNW,New Woodstock-Southern Highlands,42.8354,-75.8082,1,0.0189,2011,
12706,WIGB,Green Bay,44.4804,-88.0246,1,0.0122,2011,
12707,CTGS,Greenwich-Stamford,41.0826,-73.6138,1,0.0048,2011,
12708,IDTV,Teton Valley,43.7231,-111.111,1,0.0074,2011,
12709,UTMG,Morgan,41.0206,-111.6054,1,0.0274,2011,
12710,ONCO,Collingwood,44.4551,-80.2071,1,0.0233,2011,
12711,MOLI,Liberal,37.4762,-94.4733,1,0.0294,2011,
12712,NDJA,Jamestown,46.899,-98.7502,1,0.0173,2011,
12713,WYRT,Riverton,43.0246,-108.3806,1,0.1205,2011,
12714,COPU,Pueblo,38.1753,-104.5196,1,0.0476,2011,
12715,ORAS,Ashland,42.1607,-122.617,1,0.0137,2011,
12716,COGM,Grand Mesa,39.1463,-108.0253,1,0.031,2011,
12717,PALN,Linesville,41.6028,-80.4296,cw,0,2011,
12718,COCO,Cortez,37.4134,-108.6092,cw,0,2011,
12719,NHSA,Sandwich,43.8074,-71.4397,cw,0,2011,
12720,QCSJ,St-Jean-sur-le-Richelieu,45.3091,-73.243,cw,0,2011,
12721,PABV,Beaver,40.7318,-80.3554,cw,0,2011,
12722,NYCH,Conesus-Hemlock-Honeoye Lakes,42.7776,-77.6161,cw,0,2011,
12723,MACA,Cape Ann,42.6112,-70.73,cw,0,2011,
12724,NEBO,Branched Oak-Seward,40.9378,-96.9759,cw,0,2011,
12725,QCLO,Longueuil,45.6536,-73.4901,cw,0,2011,
12726,NVEL,Elko,40.7426,-115.6987,cw,0,2011,
12727,ONOH,Ottawa-Gatineau,45.4247,-75.6997,cw,0,2011,
12728,NSWO,Wolfville,45.0853,-64.3863,cw,0,2011,
12729,NVSV,Snake Valley,38.9346,-114.1161,cw,0,2011,
12730,CATT,Tall Trees,41.2094,-124.0093,cw,0,2011,
12731,MEPA,Greater Portland,43.5858,-70.2242,cw,0,2011,
12732,OHPL,Plymouth,40.9952,-82.6655,cw,0,2011,
12733,NYOO,Oak Orchard Swamp,43.1517,-78.3904,cw,0,2011,
